date,temp_mean,temp_min,temp_max,heating_degree_days,cooling_degree_days,has_holiday,holiday_name
2020-05-03,10.5,6.5,14.5,7.5,0.0,0,
2020-05-04,9.3,6.2,12.6,8.7,0.0,0,
2020-05-05,7.7,3.4,11.9,10.3,0.0,0,
2020-05-06,10.5,4.8,16.0,7.5,0.0,0,
2020-05-07,10.5,5.8,15.8,7.5,0.0,0,
2020-05-08,13.4,5.9,20.4,4.6,0.0,0,
2020-05-09,15.3,7.7,21.8,2.6999999999999993,0.0,0,
2020-05-10,17.5,11.3,23.6,0.5,0.0,0,
2020-05-11,8.3,3.8,15.5,9.7,0.0,0,
2020-05-12,6.8,0.9,11.1,11.2,0.0,0,
2020-05-13,9.6,5.3,13.5,8.4,0.0,0,
2020-05-14,9.4,5.1,14.0,8.6,0.0,0,
2020-05-15,9.2,1.6,14.6,8.8,0.0,0,
2020-05-16,11.0,5.8,14.6,7.0,0.0,0,
2020-05-17,13.3,9.1,17.6,4.699999999999999,0.0,0,
2020-05-18,15.5,11.4,21.2,2.5,0.0,0,
2020-05-19,14.4,11.5,18.7,3.5999999999999996,0.0,0,
2020-05-20,14.7,9.4,20.0,3.3000000000000007,0.0,0,
2020-05-21,14.4,6.9,19.9,3.5999999999999996,0.0,1,Ascension Day
2020-05-22,17.2,10.0,22.5,0.8000000000000007,0.0,0,
2020-05-23,15.7,12.5,19.1,2.3000000000000007,0.0,0,
2020-05-24,12.4,8.8,16.1,5.6,0.0,0,
2020-05-25,11.5,9.8,13.9,6.5,0.0,0,
2020-05-26,13.6,6.7,19.2,4.4,0.0,0,
2020-05-27,14.8,5.9,20.8,3.1999999999999993,0.0,0,
2020-05-28,14.7,10.9,19.3,3.3000000000000007,0.0,0,
2020-05-29,14.0,7.3,19.6,4.0,0.0,0,
2020-05-30,13.4,8.2,17.0,4.6,0.0,0,
2020-05-31,15.4,10.3,21.4,2.5999999999999996,0.0,0,
2020-06-01,16.4,8.8,23.4,1.6000000000000014,0.0,1,Pentecost Monday
2020-06-02,19.2,10.4,26.4,0.0,0.0,0,
2020-06-03,18.3,10.7,23.9,0.0,0.0,0,
2020-06-04,17.8,13.3,24.6,0.1999999999999993,0.0,0,
2020-06-05,14.5,12.2,17.3,3.5,0.0,0,
2020-06-06,14.0,8.8,18.4,4.0,0.0,0,
2020-06-07,14.9,9.8,19.4,3.0999999999999996,0.0,0,
2020-06-08,16.0,8.9,20.4,2.0,0.0,0,
2020-06-09,17.2,11.2,21.5,0.8000000000000007,0.0,0,
2020-06-10,16.4,11.4,21.5,1.6000000000000014,0.0,0,
2020-06-11,17.1,14.7,20.0,0.8999999999999986,0.0,0,
2020-06-12,20.1,13.3,26.1,0.0,0.0,0,
2020-06-13,23.4,19.0,28.1,0.0,1.3999999999999986,0,
2020-06-14,21.3,17.7,24.4,0.0,0.0,0,
2020-06-15,19.5,14.8,24.2,0.0,0.0,0,
2020-06-16,19.7,12.4,25.5,0.0,0.0,0,
2020-06-17,22.2,14.8,27.7,0.0,0.1999999999999993,0,
2020-06-18,21.5,16.8,25.7,0.0,0.0,0,
2020-06-19,18.0,15.9,20.6,0.0,0.0,0,
2020-06-20,17.0,15.5,19.3,1.0,0.0,0,
2020-06-21,17.6,14.5,22.8,0.3999999999999986,0.0,0,
2020-06-22,19.1,11.6,25.1,0.0,0.0,0,
2020-06-23,18.8,12.7,23.7,0.0,0.0,0,
2020-06-24,19.6,12.6,24.6,0.0,0.0,0,
2020-06-25,23.0,18.6,27.4,0.0,1.0,0,
2020-06-26,22.4,17.4,27.2,0.0,0.3999999999999986,0,
2020-06-27,24.3,17.4,30.3,0.0,2.3000000000000007,0,
2020-06-28,23.2,19.7,28.9,0.0,1.1999999999999993,0,
2020-06-29,20.4,18.0,23.3,0.0,0.0,0,
2020-06-30,19.2,15.2,22.9,0.0,0.0,0,
2020-07-01,19.7,16.9,22.7,0.0,0.0,0,
2020-07-02,19.6,16.0,22.9,0.0,0.0,0,
2020-07-03,18.9,15.2,22.0,0.0,0.0,0,
2020-07-04,20.1,14.9,25.1,0.0,0.0,0,
2020-07-05,22.3,18.9,26.8,0.0,0.3000000000000007,0,
2020-07-06,18.4,15.0,20.2,0.0,0.0,0,
2020-07-07,15.9,11.5,19.3,2.0999999999999996,0.0,0,
2020-07-08,15.1,12.4,17.8,2.9000000000000004,0.0,0,
2020-07-09,16.4,12.5,19.8,1.6000000000000014,0.0,0,
2020-07-10,18.5,13.8,25.2,0.0,0.0,0,
2020-07-11,15.2,10.6,19.3,2.8000000000000007,0.0,0,
2020-07-12,15.2,10.0,19.7,2.8000000000000007,0.0,0,
2020-07-13,17.2,10.3,22.3,0.8000000000000007,0.0,0,
2020-07-14,20.3,12.1,27.0,0.0,0.0,0,
2020-07-15,16.1,14.3,17.7,1.8999999999999986,0.0,0,
2020-07-16,16.0,12.5,20.0,2.0,0.0,0,
2020-07-17,16.3,11.2,20.7,1.6999999999999993,0.0,0,
2020-07-18,19.7,13.5,25.4,0.0,0.0,0,
2020-07-19,22.9,16.2,28.3,0.0,0.8999999999999986,0,
2020-07-20,20.4,15.7,24.7,0.0,0.0,0,
2020-07-21,17.7,13.4,21.6,0.3000000000000007,0.0,0,
2020-07-22,16.8,11.2,21.2,1.1999999999999993,0.0,0,
2020-07-23,18.2,14.1,22.8,0.0,0.0,0,
2020-07-24,20.4,13.3,27.6,0.0,0.0,0,
2020-07-25,19.8,13.8,24.6,0.0,0.0,0,
2020-07-26,20.1,17.3,23.5,0.0,0.0,0,
2020-07-27,20.5,15.4,24.8,0.0,0.0,0,
2020-07-28,23.0,19.2,27.3,0.0,1.0,0,
2020-07-29,19.0,15.1,22.4,0.0,0.0,0,
2020-07-30,17.9,12.1,23.1,0.10000000000000142,0.0,0,
2020-07-31,19.8,12.6,26.4,0.0,0.0,0,
2020-08-01,22.0,14.1,28.9,0.0,0.0,0,
2020-08-02,22.2,18.5,29.5,0.0,0.1999999999999993,0,
2020-08-03,19.0,15.4,23.3,0.0,0.0,0,
2020-08-04,18.2,12.4,23.0,0.0,0.0,0,
2020-08-05,20.5,11.6,27.5,0.0,0.0,0,
2020-08-06,23.4,15.9,29.8,0.0,1.3999999999999986,0,
2020-08-07,25.9,18.5,32.4,0.0,3.8999999999999986,0,
2020-08-08,28.9,20.8,35.5,0.0,6.899999999999999,0,
2020-08-09,28.8,22.3,35.2,0.0,6.800000000000001,0,
2020-08-10,26.0,21.2,30.9,0.0,4.0,0,
2020-08-11,26.0,20.0,31.6,0.0,4.0,0,
2020-08-12,25.1,18.8,30.6,0.0,3.1000000000000014,0,
2020-08-13,25.7,19.2,31.7,0.0,3.6999999999999993,0,
2020-08-14,24.2,21.2,28.2,0.0,2.1999999999999993,0,
2020-08-15,24.7,19.2,30.0,0.0,2.6999999999999993,0,
2020-08-16,24.9,19.2,30.5,0.0,2.8999999999999986,0,
2020-08-17,25.0,18.8,30.4,0.0,3.0,0,
2020-08-18,21.2,19.3,23.9,0.0,0.0,0,
2020-08-19,21.3,16.8,26.4,0.0,0.0,0,
2020-08-20,24.1,16.5,31.2,0.0,2.1000000000000014,0,
2020-08-21,28.4,20.6,35.5,0.0,6.399999999999999,0,
2020-08-22,23.6,20.7,26.6,0.0,1.6000000000000014,0,
2020-08-23,20.8,17.0,23.8,0.0,0.0,0,
2020-08-24,18.9,15.4,22.4,0.0,0.0,0,
2020-08-25,18.4,13.7,23.0,0.0,0.0,0,
2020-08-26,17.4,16.4,19.5,0.6000000000000014,0.0,0,
2020-08-27,16.8,12.6,19.2,1.1999999999999993,0.0,0,
2020-08-28,16.3,12.5,21.2,1.6999999999999993,0.0,0,
2020-08-29,18.5,15.3,22.5,0.0,0.0,0,
2020-08-30,18.0,14.2,22.6,0.0,0.0,0,
2020-08-31,16.9,13.5,21.3,1.1000000000000014,0.0,0,
2020-09-01,14.8,10.4,18.3,3.1999999999999993,0.0,0,
2020-09-02,13.9,11.4,17.6,4.1,0.0,0,
2020-09-03,17.0,13.2,21.1,1.0,0.0,0,
2020-09-04,18.0,15.4,21.4,0.0,0.0,0,
2020-09-05,16.5,13.7,18.6,1.5,0.0,0,
2020-09-06,14.8,11.2,18.1,3.1999999999999993,0.0,0,
2020-09-07,13.8,9.3,18.2,4.199999999999999,0.0,0,
2020-09-08,16.1,11.1,20.9,1.8999999999999986,0.0,0,
2020-09-09,19.2,14.9,24.1,0.0,0.0,0,
2020-09-10,15.8,11.6,19.1,2.1999999999999993,0.0,0,
2020-09-11,15.2,9.0,21.4,2.8000000000000007,0.0,0,
2020-09-12,17.5,9.8,25.9,0.5,0.0,0,
2020-09-13,17.5,12.2,23.8,0.5,0.0,0,
2020-09-14,19.9,12.1,28.1,0.0,0.0,0,
2020-09-15,22.4,16.3,30.3,0.0,0.3999999999999986,0,
2020-09-16,21.8,15.0,28.9,0.0,0.0,0,
2020-09-17,15.5,10.5,18.3,2.5,0.0,0,
2020-09-18,12.2,5.5,19.0,5.800000000000001,0.0,0,
2020-09-19,13.9,7.0,20.6,4.1,0.0,0,
2020-09-20,15.0,9.1,21.3,3.0,0.0,0,
2020-09-21,16.0,8.4,24.0,2.0,0.0,0,
2020-09-22,17.8,10.6,25.9,0.1999999999999993,0.0,0,
2020-09-23,19.6,13.9,26.4,0.0,0.0,0,
2020-09-24,17.7,14.2,21.9,0.3000000000000007,0.0,0,
2020-09-25,13.7,11.4,14.9,4.300000000000001,0.0,0,
2020-09-26,10.7,9.5,11.9,7.300000000000001,0.0,0,
2020-09-27,9.6,6.9,11.4,8.4,0.0,0,
2020-09-28,12.5,7.6,17.4,5.5,0.0,0,
2020-09-29,13.5,10.0,17.7,4.5,0.0,0,
2020-09-30,12.8,7.7,18.1,5.199999999999999,0.0,0,
